no,planting_date,run_date,planting_days,harvest_date,predicted_planting_days,harvest,alert,max_harvest,min_harvest,solar_radiation,accu_solar_radiation,temperature_max,temperature_min,rainfalls,accu_rainfalls
72,2020/02/04,2020/04/15,71,2020/06/14,131,87.96,100,100.17,29.88,28.3,1181.4,28.3,14.1,0,81.6
73,2020/02/04,2020/04/16,72,2020/06/14,131,87.26,100,103.93,30.86,28.1,1209.5,28.6,16,0,81.6
74,2020/02/04,2020/04/17,73,2020/06/14,131,87.15,100,103.9,30.74,0,1209.5,30.8,19.9,0,81.6
75,2020/02/04,2020/04/18,74,2020/06/14,131,87.15,100,103.87,34.36,15.9,1225.4,32.4,22.3,0,81.6
76,2020/02/04,2020/04/19,75,2020/06/14,131,86.97,100,103.89,34.36,23.8,1249.2,30.8,23.3,0,81.6
77,2020/02/04,2020/04/20,76,2020/06/14,131,86.65,100,103.93,30.91,0,1249.2,29.2,21.7,0,81.6
78,2020/02/04,2020/04/21,77,2020/06/14,131,86.76,100,103.89,24.94,15.6,1264.8,27.9,20,0,81.6
79,2020/02/04,2020/04/22,78,2020/06/14,131,86.58,100,101.02,24.92,0,1264.8,24.1,17.2,7.5,89.1
80,2020/02/04,2020/04/23,79,2020/06/14,131,85.91,100,103.42,32.9,0,1264.8,20,16.8,7,96.1
81,2020/02/04,2020/04/24,80,2020/06/15,132,87.26,100,96.78,29.73,0,1264.8,25.9,17.7,0,96.1
82,2020/02/04,2020/04/25,81,2020/06/15,132,87.28,100,96.57,29.73,0,1264.8,26.8,19.9,0.5,96.6
83,2020/02/04,2020/04/26,82,2020/06/15,132,87.28,100,93.18,23.98,9.6,1274.4,27.3,19.8,0,96.6
84,2020/02/04,2020/04/27,83,2020/06/15,132,87.29,100,100.05,23.97,24.7,1299.1,30.1,19.7,0,96.6
85,2020/02/04,2020/04/28,84,2020/06/15,132,87.29,100,100.04,23.98,29,1328.1,29.6,19.9,0,96.6
86,2020/02/04,2020/04/29,85,2020/06/15,132,86.72,100,103.9,24.85,28.3,1356.4,30.9,19.2,0,96.6
87,2020/02/04,2020/04/30,86,2020/06/15,132,86.61,100,103.94,34.55,0,1356.4,31.4,20.7,0,96.6
88,2020/02/04,2020/05/01,87,2020/06/15,132,86.61,100,100.19,34.69,0,1356.4,31.6,22.8,0,96.6
89,2020/02/04,2020/05/02,88,2020/06/15,132,86.59,100,100.25,31.26,27.1,1383.5,32,23.3,0,96.6
90,2020/02/04,2020/05/03,89,2020/06/15,132,86.89,100,96.68,30.17,28.3,1411.8,33.6,24.3,0,96.6
91,2020/02/04,2020/05/04,90,2020/06/14,131,85.34,100,106.63,33.39,24.6,1436.4,34.2,24.6,0,96.6
92,2020/02/04,2020/05/05,91,2020/06/14,131,84.74,100,110.72,37.59,0,1436.4,33.5,25.4,0,96.6
93,2020/02/04,2020/05/06,92,2020/06/14,131,84.72,100,109.81,37.64,0,1436.4,33.1,25.4,0,96.6
94,2020/02/04,2020/05/07,93,2020/06/14,131,84.81,100,109.09,37.65,0,1436.4,34.2,23.9,0,96.6
95,2020/02/04,2020/05/08,94,2020/06/14,131,84.97,100,109.1,37.75,0,1436.4,33.9,25.6,0,96.6
96,2020/02/04,2020/05/09,95,2020/06/14,131,82.51,100,108.57,36.67,27.4,1463.8,35.1,25.9,1.5,98.1
97,2020/02/04,2020/05/10,96,2020/06/12,129,73.33,100,134.47,27.45,0,1463.8,32.8,24.9,0,98.1
98,2020/02/04,2020/05/11,97,2020/06/12,129,76.03,100,133.75,27.15,12.6,1476.4,29.5,23.6,0,98.1
99,2020/02/04,2020/05/12,98,2020/06/12,129,75.8,100,133.55,26.37,26.1,1502.5,32.9,22.7,0,98.1
100,2020/02/04,2020/05/13,99,2020/06/12,129,74.61,100,132.98,25.44,23.7,1526.2,32.7,24.2,0,98.1
101,2020/02/04,2020/05/14,100,2020/06/12,129,74.69,100,131.7,25.57,28.3,1554.5,33,23.2,0,98.1
102,2020/02/04,2020/05/15,101,2020/06/12,129,74.09,100,130.89,25.61,0,1554.5,33.2,23,11.5,109.6
103,2020/02/04,2020/05/16,102,2020/06/12,129,74.73,100,130.65,26.02,0,1554.5,32.9,22.1,0,109.6
104,2020/02/04,2020/05/17,103,2020/06/12,129,74.75,100,131.24,26.36,8.9,1563.4,28.7,22.8,10,119.6
