no,planting_date,run_date,planting_days,harvest_date,predicted_planting_days,harvest,alert,max_harvest,min_harvest,solar_radiation,accu_solar_radiation,temperature_max,temperature_min,rainfalls,accu_rainfalls
106,2020/02/04,2020/05/19,105,2020/06/12,129,77.84,100,107.78,25.98,18.8,1582.2,31,21.9,0.5,158.1
107,2020/02/04,2020/05/20,106,2020/06/12,129,77.84,100,106.65,25.82,0,1582.2,29.3,22.9,33.5,191.6
108,2020/02/04,2020/05/21,107,2020/06/12,129,77.84,100,107.01,25.51,0,1582.2,26.3,23,48.5,240.1
109,2020/02/04,2020/05/22,108,2020/06/13,130,79.75,100,97.64,22.83,7,1589.2,27,23.5,8.5,248.6
110,2020/02/04,2020/05/23,109,2020/06/13,130,79.65,100,97.98,22.48,23.6,1612.8,32.6,24.1,0,248.6
111,2020/02/04,2020/05/24,110,2020/06/13,130,79.7,100,97.49,22.05,22.9,1635.7,32,24.7,0,248.6
112,2020/02/04,2020/05/25,111,2020/06/13,130,79.78,100,97.12,21.62,9.2,1644.9,29.4,24.5,64.5,313.1
113,2020/02/04,2020/05/26,112,2020/06/13,130,79.8,100,97.36,21.65,6.8,1651.7,27.9,23.8,47.5,360.6
114,2020/02/04,2020/05/27,113,2020/06/13,130,79.74,100,97.76,22.09,9.3,1661,29.3,24.2,47,407.6
115,2020/02/04,2020/05/28,114,2020/06/13,130,79.77,100,97.47,22.13,18.1,1679.1,31.4,24.1,4.5,412.1
116,2020/02/04,2020/05/29,115,2020/06/13,130,79.82,100,96.92,22.32,22.2,1701.3,32.5,23.4,0,412.1
117,2020/02/04,2020/05/30,116,2020/06/12,129,77.8,100,106.31,24.94,20.1,1721.4,32.9,25.8,0,412.1
118,2020/02/04,2020/05/31,117,2020/06/12,129,77.93,100,105.42,24.81,28.3,1749.7,33.1,25,0,412.1
119,2020/02/04,2020/06/01,118,2020/06/12,129,78.01,100,103.66,24.6,27.1,1776.8,33.1,25.3,0,412.1
120,2020/02/04,2020/06/02,119,2020/06/12,129,78.09,100,103.41,24.37,0,1776.8,33.4,24.9,0,412.1
121,2020/02/04,2020/06/03,120,2020/06/12,129,78.16,100,102.44,24.26,0,1776.8,34.2,24.8,0,412.1
122,2020/02/04,2020/06/04,121,2020/06/12,129,78.23,100,101.76,24.37,0,1776.8,34.4,25.5,0,412.1
123,2020/02/04,2020/06/05,122,2020/06/12,129,78.33,100,101.52,24.59,19.3,1796.1,34.4,25.8,0,412.1
124,2020/02/04,2020/06/06,123,2020/06/12,129,78.45,100,106.89,24.73,11,1807.1,32.8,24,6.5,418.6
125,2020/02/04,2020/06/07,124,2020/06/10,127,73.19,100,132.09,31.6,4.8,1811.9,29.3,22.6,18,436.6
126,2020/02/04,2020/06/08,125,2020/06/10,127,72.99,100,133.04,31.83,0.1,1812,25.2,23,21.5,458.1
127,2020/02/04,2020/06/09,126,2020/06/10,127,72.99,100,133.11,31.83,21,1833,32.9,23.3,0,458.1
128,2020/02/04,2020/06/10,127,2020/06/10,127,72.99,100,127.47,31.83,11.4,1844.4,31.4,24.1,19,477.1
129,2020/02/04,2020/06/11,128,2020/06/10,127,72.99,100,127.47,31.83,15.9,1860.3,32.5,25.7,0,477.1
130,2020/02/04,2020/06/12,129,2020/06/10,127,72.99,100,127.47,31.83,24,1884.3,33.9,25.6,0.5,477.6
131,2020/02/04,2020/06/13,130,2020/06/10,127,72.99,100,127.47,31.83,18.9,1903.2,34.2,24.4,68,545.6
132,2020/02/04,2020/06/14,131,2020/06/10,127,72.99,100,127.47,31.83,26.6,1929.8,33.9,24,0.5,546.1
133,2020/02/04,2020/06/15,132,2020/06/10,127,72.99,100,127.47,31.83,28.4,1958.2,33.6,24.7,0.5,546.6
134,2020/02/04,2020/06/16,133,2020/06/10,127,72.99,100,127.47,31.83,27.5,1985.7,33.8,24.9,0,546.6
135,2020/02/04,2020/06/17,134,2020/06/10,127,72.99,100,127.47,31.83,3.5,1989.2,34.8,25.4,0,546.6
136,2020/02/04,2020/06/18,135,2020/06/10,127,72.99,100,127.47,31.83,28.3,2017.5,33.7,25.4,0,546.6
137,2020/02/04,2020/06/19,136,2020/06/10,127,72.99,100,127.47,31.83,25.3,2042.8,33.7,25.9,0,546.6
138,2020/02/04,2020/06/20,137,2020/06/10,127,72.99,100,127.47,31.83,19.5,2062.3,34.1,25.6,0,546.6
139,2020/02/04,2020/06/21,138,2020/06/10,127,72.99,100,127.47,31.83,25.5,2087.8,34.5,25.5,0,546.6
